Time (msec),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),Fuel Pump Duty (%),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Boost Error* (psi),Feedback Knock Correction (1-byte)** (degrees),IAM (multiplier),Ignition Total Timing (degrees),Throttle Plate Opening Angle (2-byte)** (%),Final Fueling Base (2-byte)* (lambda),Throttle Opening Angle (%)
279151,0.24,1586,0.00,0.00,33.33,2.72,32,1,0,1,13,5.46,0.00,-5.99,4.38,0.00,1.0000,27.00,5.10,0.83,5.88
279347,0.36,1728,0.00,0.00,33.33,3.17,32,1,0,1,13,9.74,0.00,-6.01,3.99,0.00,1.0000,35.50,6.56,0.77,7.45
279370,0.24,2023,0.00,0.00,33.33,3.22,32,1,0,1,13,6.18,0.00,-5.99,4.20,0.00,1.0000,37.00,4.09,0.82,4.31
279530,0.17,2276,0.00,0.00,33.33,3.75,32,1,0,1,13,5.24,0.00,-5.88,5.05,0.00,1.0000,29.50,6.41,0.92,6.27
279548,0.24,2630,0.00,0.00,33.33,4.27,32,1,0,1,13,9.64,0.00,-5.69,4.89,0.00,1.0000,21.50,6.85,0.83,7.45
279717,0.17,3067,0.00,0.00,33.33,4.98,32,1,0,1,13,8.49,0.00,-5.84,5.75,0.00,1.0000,17.00,7.57,0.83,5.88
279739,0.22,3488,0.00,0.00,33.33,5.67,32,1,0,1,13,13.09,0.00,-5.72,5.76,0.00,1.0000,26.00,8.59,0.83,9.02
279917,0.21,3925,0.00,0.00,33.33,5.64,32,1,0,1,13,13.88,0.00,-5.34,5.71,0.00,1.0000,37.00,8.45,0.83,9.02
279917,0.25,3808,0.00,0.00,33.33,6.62,32,1,0,1,13,15.79,0.00,-5.47,5.55,0.00,1.0000,47.00,10.19,0.99,11.37
280079,0.22,3596,0.00,0.00,33.33,5.41,34,1,0,1,13,12.31,0.00,-5.49,5.83,0.00,1.0000,43.50,8.30,0.96,8.63
280097,0.19,3657,0.00,0.00,33.33,0.00,34,1,0,1,13,11.01,0.00,-5.49,5.98,0.00,1.0000,36.00,7.87,0.80,8.24
280262,0.18,3768,0.00,0.00,33.33,4.82,34,1,0,1,13,11.19,0.00,-5.49,6.00,0.00,1.0000,47.00,7.87,0.95,8.24
280297,0.24,3697,0.00,0.00,33.33,5.55,34,1,0,1,13,15.51,0.00,-5.49,5.61,0.00,1.0000,49.00,9.75,0.95,10.59
280453,0.25,3682,0.00,0.00,33.33,6.30,34,1,0,1,13,15.03,0.00,-5.49,5.62,0.00,1.0000,46.50,9.46,0.83,9.80
280501,0.23,3607,0.00,0.00,33.33,0.00,34,1,0,1,13,14.21,0.00,-5.49,5.65,0.00,1.0000,44.50,8.74,0.83,9.41
280641,0.23,3675,0.00,0.00,33.33,5.46,34,1,0,1,13,14.28,0.00,-5.47,5.74,0.00,1.0000,49.50,8.88,0.95,9.41
280641,0.21,3621,0.00,0.00,33.33,5.37,34,1,0,1,13,13.35,0.00,-5.49,5.59,0.00,1.0000,49.50,8.74,0.83,9.02
280801,0.25,3649,0.00,0.00,33.33,6.24,34,1,0,1,13,16.27,0.00,-5.49,5.62,0.00,1.0000,49.50,10.05,0.95,10.59
280855,0.27,3660,0.00,0.00,33.33,6.25,34,1,0,1,13,16.34,0.00,-5.49,5.53,0.00,1.0000,47.50,10.05,0.95,10.59
280918,0.25,3601,0.00,0.00,33.33,0.00,34,1,0,1,13,14.54,0.00,-5.49,5.57,0.00,1.0000,45.50,9.32,0.95,9.80
281011,0.23,3564,0.00,0.00,33.33,0.00,34,1,0,1,13,13.16,0.00,-5.49,5.59,0.00,1.0000,43.00,9.03,0.95,9.41
281121,0.22,3534,0.00,0.00,33.33,0.00,34,1,0,1,13,13.22,0.00,-5.47,5.64,0.00,1.0000,41.00,8.45,0.96,9.02
281292,0.21,3640,0.00,0.00,33.33,0.00,34,1,0,1,13,12.18,0.00,-5.45,5.70,0.00,1.0000,38.50,8.30,0.82,8.63
281313,0.19,3537,0.00,0.00,33.33,0.00,34,1,0,1,13,11.75,0.00,-5.49,5.72,0.00,1.0000,36.00,8.01,0.82,8.24
281466,0.20,3531,0.00,0.00,33.33,0.00,34,1,0,1,13,11.75,0.00,-5.49,5.64,0.00,1.0000,33.50,7.87,0.83,8.24
281480,0.19,3544,0.00,0.00,33.33,0.00,34,1,0,1,13,11.07,0.00,-5.43,5.65,0.00,1.0000,31.50,7.57,0.83,7.84
281655,0.19,3458,0.00,0.00,33.33,0.00,34,1,0,1,13,11.13,0.00,-5.45,5.68,0.00,1.0000,29.00,7.57,0.83,7.84
281669,0.19,3509,0.00,0.00,33.33,0.00,34,1,0,1,13,11.19,0.00,-5.47,5.45,0.00,1.0000,27.00,7.57,0.83,7.84
281828,0.17,3450,0.00,0.00,33.33,0.00,34,1,0,1,13,10.36,0.00,-5.41,5.19,0.00,1.0000,24.50,7.43,0.83,7.84
281844,0.18,3412,0.00,0.00,33.33,0.00,34,1,0,1,13,10.36,0.00,-5.43,5.22,0.00,1.0000,24.00,7.43,0.83,7.84
281998,0.19,3443,0.00,0.00,33.33,0.00,34,1,0,1,13,11.07,0.00,-5.39,5.19,0.00,1.0000,24.00,7.43,0.83,7.84
282033,0.19,3396,0.00,0.00,33.33,0.00,34,1,0,1,13,10.25,0.00,-5.41,5.19,0.00,1.0000,24.00,7.43,0.83,7.84
282206,0.18,3365,0.00,0.00,33.33,0.00,34,1,0,1,13,10.69,0.00,-5.39,5.19,0.00,1.0000,24.00,7.28,0.83,7.84
282214,0.18,3365,0.00,0.00,33.33,5.02,34,1,0,1,13,11.19,0.00,-5.38,5.13,0.00,1.0000,31.00,8.01,0.83,7.84
282371,0.25,3356,0.00,0.00,33.33,5.74,34,1,0,1,13,14.02,0.00,-5.38,5.16,0.00,1.0000,40.00,8.74,0.83,9.02
282406,0.25,3350,0.00,0.00,33.33,5.75,34,1,0,1,13,14.08,0.00,-5.39,5.43,0.00,1.0000,49.50,8.88,0.83,9.41
282558,0.25,3360,0.00,0.00,33.33,5.74,34,1,0,1,13,13.42,0.00,-5.38,5.46,0.00,1.0000,49.50,8.88,0.83,9.41
282592,0.23,3341,0.00,0.00,33.33,5.72,34,1,0,1,13,12.56,0.00,-5.38,5.59,0.00,1.0000,49.50,8.45,0.83,9.02
282731,0.23,3324,0.00,0.00,33.33,5.65,34,1,0,1,13,13.55,0.00,-5.38,5.62,0.00,1.0000,49.50,9.03,0.83,9.02
282764,0.28,3319,0.00,0.00,33.33,6.33,34,1,0,1,13,15.58,0.00,-5.36,5.30,0.00,1.0000,49.50,9.75,0.83,10.20
282937,0.28,3320,0.00,0.00,33.33,6.36,34,1,0,1,13,15.92,0.00,-5.36,5.26,0.00,1.0000,49.50,9.75,0.83,10.20
282967,0.27,3325,0.00,0.00,33.33,5.67,34,1,0,1,13,15.30,0.00,-5.36,5.31,0.00,1.0000,49.50,9.61,0.83,10.20
283051,0.27,3310,0.00,0.00,33.33,5.67,34,1,0,1,13,15.86,0.00,-5.36,5.31,0.00,1.0000,49.50,9.90,0.99,10.20
283184,0.30,3284,0.00,0.00,33.33,6.32,34,1,0,1,13,17.63,0.00,-5.36,5.23,0.00,1.0000,49.50,10.63,0.95,10.98
283293,0.32,3299,0.00,0.00,33.33,6.35,34,1,0,1,13,17.48,0.00,-5.36,5.04,0.00,1.0000,49.50,10.48,0.95,10.98
283323,0.32,3312,0.00,0.00,33.33,7.11,34,1,0,1,13,17.37,0.00,-5.34,5.01,0.00,1.0000,49.50,10.48,0.95,10.98
283432,0.30,3297,0.00,0.00,33.33,6.35,34,1,0,1,13,16.16,0.00,-5.34,5.16,0.00,1.0000,49.50,9.90,0.95,10.59
283562,0.29,3305,0.00,0.00,33.33,6.34,34,1,0,1,13,15.75,0.00,-5.36,5.24,0.00,1.0000,49.50,9.75,0.95,10.20
283701,0.29,3317,0.00,0.00,33.33,6.36,34,1,0,1,13,16.09,0.00,-5.34,5.24,0.00,1.0000,49.50,9.75,0.95,10.20
283701,0.31,3304,0.00,0.00,33.33,6.37,34,1,0,1,13,17.00,0.00,-5.36,5.20,0.00,1.0000,49.50,10.34,0.95,10.98
283894,0.31,3297,0.00,0.00,33.33,6.33,34,1,0,1,13,16.79,0.00,-5.34,5.18,0.00,1.0000,49.50,10.19,0.95,10.59
283903,0.30,3312,0.00,0.00,33.33,6.35,34,1,0,1,13,16.30,0.00,-5.34,5.26,0.00,1.0000,49.50,10.48,0.95,10.20
284062,0.34,3297,0.00,0.00,33.33,7.01,34,1,0,1,13,18.92,0.00,-5.34,5.02,0.00,1.0000,49.50,11.06,0.95,11.76
284078,0.35,3290,0.00,0.00,33.33,6.98,34,1,0,1,13,19.03,0.00,-5.36,4.81,0.00,1.0000,49.00,11.35,0.95,11.76
284232,0.39,3323,0.00,0.00,33.33,7.73,34,1,0,1,13,21.52,0.00,-5.34,4.52,0.00,1.0000,48.50,12.08,0.95,12.94
284249,0.37,3301,0.00,0.00,33.33,7.77,34,1,0,1,13,19.74,0.00,-5.34,4.62,0.00,1.0000,47.50,11.50,0.95,12.16
284340,0.36,3293,0.00,0.00,33.33,7.72,34,1,0,1,13,20.06,0.00,-5.36,4.65,0.00,1.0000,47.00,11.50,0.95,12.16
284417,0.36,3315,0.00,0.00,33.33,7.76,34,1,0,1,13,20.06,0.00,-5.36,4.69,0.00,1.0000,46.00,11.50,0.95,12.16
284595,0.37,3305,0.00,0.00,33.33,7.77,34,1,0,1,13,20.22,0.00,-5.34,4.67,0.00,1.0000,45.50,11.64,0.95,12.16
284605,0.38,3316,0.00,0.00,33.33,7.81,34,1,0,1,13,20.30,0.00,-5.36,4.64,0.00,1.0000,45.00,11.64,0.95,12.16
284778,0.36,3324,0.00,0.00,33.33,7.13,34,1,0,1,13,18.81,0.00,-5.36,4.69,0.00,1.0000,44.00,11.21,0.95,11.76
284813,0.35,3336,0.00,0.00,33.33,7.12,34,1,0,1,13,19.03,0.00,-5.36,4.76,0.00,1.0000,42.50,11.21,0.95,11.76
284952,0.35,3333,0.00,0.00,33.33,0.00,34,1,0,1,13,18.88,0.00,-5.38,4.85,0.00,1.0000,39.50,10.92,0.95,11.37
284980,0.34,3326,0.00,0.00,33.33,0.00,34,1,0,1,13,18.51,0.00,-5.36,4.89,0.00,1.0000,36.50,10.77,0.96,11.37
285128,0.33,3317,0.00,0.00,33.33,0.00,34,1,0,1,13,17.48,0.00,-5.36,4.84,0.00,1.0000,34.50,10.48,0.98,10.98
285205,0.31,3318,0.00,0.00,33.33,0.00,34,1,0,1,13,17.04,0.00,-5.36,4.91,0.00,1.0000,32.50,10.19,0.99,10.59
285317,0.30,3289,0.00,0.00,33.33,0.00,34,1,0,1,13,16.68,0.00,-5.36,4.95,0.00,1.0000,30.00,9.90,0.99,10.59
285342,0.29,3330,0.00,0.00,33.33,0.00,34,1,0,1,13,15.03,0.00,-5.36,4.98,0.00,1.0000,29.00,9.46,0.99,10.20
285517,0.28,3306,0.00,0.00,33.33,0.00,34,1,0,1,13,15.37,0.00,-5.34,5.03,0.00,1.0000,27.50,9.46,0.99,9.80
285542,0.27,3240,0.00,0.00,33.33,0.00,34,1,0,1,13,14.89,0.00,-5.38,5.13,0.00,1.0000,26.00,8.88,0.83,9.80
285687,0.25,3290,0.00,0.00,33.33,0.00,34,1,0,1,13,13.42,0.00,-5.36,5.04,0.00,1.0000,25.00,8.59,0.83,9.02
285719,0.24,3264,0.00,0.00,33.33,0.00,34,1,0,1,13,12.96,0.00,-5.34,4.97,0.00,1.0000,24.50,8.45,0.83,9.02
285830,0.23,3224,0.00,0.00,33.33,0.00,34,1,0,1,13,12.63,0.00,-5.36,4.98,0.00,1.0000,24.00,8.30,0.83,8.63
285902,0.22,3245,0.00,0.00,33.33,0.00,34,1,0,1,13,11.87,0.00,-5.34,5.03,0.00,1.0000,24.00,7.87,0.83,8.24
286074,0.22,3207,0.00,0.00,33.33,0.00,34,1,0,1,13,11.50,0.00,-5.32,5.05,0.00,1.0000,24.00,7.72,0.83,8.24
286136,0.20,3201,0.00,0.00,33.33,0.00,34,1,0,1,13,10.05,0.00,-5.34,5.13,0.00,1.0000,24.00,7.14,0.83,7.84
286245,0.18,3209,0.00,0.00,33.33,0.00,34,1,0,1,13,9.84,0.00,-5.32,5.29,0.00,1.0000,24.00,6.99,0.83,7.45
286263,0.18,3187,0.00,0.00,33.33,0.00,34,1,0,1,13,9.43,0.00,-5.30,5.34,0.00,1.0000,24.00,6.99,0.83,7.45
286437,0.17,3180,0.00,0.00,33.33,0.00,34,1,0,1,13,9.64,0.00,-5.30,5.31,0.00,1.0000,24.00,6.99,0.83,7.45
286437,0.19,3162,0.00,0.00,33.33,0.00,34,1,0,1,13,9.94,0.00,-5.34,5.25,0.00,1.0000,24.00,6.99,0.83,7.45
286620,0.19,3136,0.00,0.00,33.33,0.00,34,1,0,1,13,9.79,0.00,-5.34,5.23,0.00,1.0000,24.00,6.99,0.83,7.45
286620,0.19,3121,0.00,0.00,33.33,0.00,34,1,0,1,13,10.10,0.00,-5.34,5.17,0.00,1.0000,24.00,6.85,0.83,7.45
286760,0.19,3128,0.00,0.00,33.33,0.00,34,1,0,1,13,9.64,0.00,-5.38,5.19,0.00,1.0000,24.00,6.99,0.83,7.45
286810,0.18,3116,0.00,0.00,33.33,0.00,34,1,0,1,13,9.12,0.00,-5.36,5.13,0.00,1.0000,24.00,6.85,0.83,7.06
286984,0.19,3099,0.00,0.00,33.33,0.00,34,1,0,1,13,9.84,0.00,-5.38,5.17,0.00,1.0000,24.00,6.85,0.83,7.06
286998,0.19,3074,0.00,0.00,33.33,0.00,34,1,0,1,13,9.59,0.00,-5.39,5.12,0.00,1.0000,24.00,6.70,0.83,7.06
287156,0.18,3076,0.00,0.00,33.33,0.00,34,1,0,1,13,9.59,0.00,-5.39,5.12,0.00,1.0000,24.00,6.70,0.83,7.06
287168,0.18,3058,0.00,0.00,33.33,0.00,34,1,0,1,13,9.18,0.00,-5.41,5.10,0.00,1.0000,24.00,6.70,0.83,7.06
287339,0.19,3031,0.00,0.00,33.33,0.00,34,1,0,1,13,9.23,0.00,-5.41,5.07,0.00,1.0000,24.00,6.70,0.83,7.06
287370,0.19,3032,0.00,0.00,33.33,0.00,34,1,0,1,13,9.38,0.00,-5.45,5.06,0.00,1.0000,24.00,6.56,0.83,7.06
287546,0.19,3023,0.00,0.00,33.33,0.00,34,1,0,1,13,9.59,0.00,-5.45,5.05,0.00,1.0000,24.00,6.56,0.83,7.06
287558,0.19,2993,0.00,0.00,33.33,0.00,34,1,0,1,13,9.23,0.00,-5.45,5.03,0.00,1.0000,24.00,6.56,0.83,7.06
287718,0.17,2991,0.00,0.00,33.33,0.00,34,1,0,1,13,8.97,0.00,-5.47,4.92,0.00,1.0000,24.00,6.56,0.83,7.06
287738,0.18,2959,0.00,0.00,33.33,0.00,34,1,0,1,13,9.23,0.00,-5.49,4.92,0.00,1.0000,24.00,6.56,0.83,7.06
287904,0.19,2953,0.00,0.00,33.33,0.00,34,1,0,1,13,8.53,0.00,-5.49,4.88,0.00,1.0000,24.00,6.41,0.83,7.06
287920,0.18,2918,0.00,0.00,33.33,0.00,34,1,0,1,13,8.97,0.00,-5.51,4.86,0.00,1.0000,24.00,6.41,0.83,6.67
288096,0.18,2906,0.00,0.00,33.33,0.00,34,1,0,1,13,8.97,0.00,-5.55,4.85,0.00,1.0000,24.00,6.27,0.83,6.67
288105,0.19,2845,0.00,0.00,33.33,0.00,34,1,0,1,13,8.83,0.00,-5.55,4.81,0.00,1.0000,24.00,6.27,0.83,6.67
288184,0.19,2826,0.00,0.00,33.33,0.00,34,1,0,1,13,9.28,0.00,-5.61,4.79,0.00,1.0000,24.00,6.27,0.83,6.67
288331,0.19,2784,0.00,0.00,33.33,0.00,34,1,0,1,13,8.27,0.00,-5.63,4.76,0.00,1.0000,24.00,6.12,0.83,6.27
288438,0.18,2724,0.00,0.00,33.33,0.00,34,1,0,1,13,8.61,0.00,-5.65,4.75,0.00,1.0000,24.00,5.98,0.83,6.27
288483,0.19,2682,0.00,0.00,33.33,0.00,34,1,0,1,13,8.66,0.00,-5.69,4.78,0.00,1.0000,24.00,5.98,0.83,6.27
288638,0.18,2634,0.00,0.00,33.33,0.00,34,1,0,1,13,8.53,0.00,-5.69,4.78,0.00,1.0000,24.00,5.83,0.83,6.27
288657,0.19,2608,0.00,0.00,33.33,0.00,34,1,0,1,13,8.32,0.00,-5.72,4.78,0.00,1.0000,24.00,5.83,0.83,6.27
288813,0.19,2564,0.00,0.00,33.33,0.00,34,1,0,1,13,8.15,0.00,-5.72,4.79,0.00,1.0000,24.00,5.83,0.83,6.27
288827,0.19,2542,0.00,0.00,33.33,0.00,34,1,0,1,13,8.02,0.00,-5.74,4.76,0.00,1.0000,24.00,5.69,0.83,5.88
288999,0.19,2492,0.00,0.00,33.33,0.00,34,1,0,1,13,7.76,0.00,-5.76,4.79,0.00,1.0000,24.00,5.69,0.83,5.88
289018,0.19,2482,0.00,0.00,33.33,0.00,34,1,0,1,13,7.89,0.00,-5.76,4.77,0.00,1.0000,24.00,5.69,0.83,5.88
289112,0.20,2446,0.00,0.00,33.33,0.00,34,1,0,1,13,7.80,0.00,-5.80,4.77,0.00,1.0000,24.00,5.54,0.83,5.88
289246,0.19,2408,0.00,0.00,33.33,0.00,34,1,0,1,13,7.68,0.00,-5.80,4.75,0.00,1.0000,24.00,5.54,0.83,5.88
289358,0.19,2395,0.00,0.00,33.33,0.00,34,1,0,1,13,7.63,0.00,-5.82,4.80,0.00,1.0000,24.00,5.54,0.83,5.88
289386,0.19,2359,0.00,0.00,33.33,0.00,34,1,0,1,13,7.80,0.00,-5.82,4.73,0.00,1.0000,24.00,5.54,0.83,5.88
289558,0.19,2363,0.00,0.00,33.33,0.00,34,1,0,1,13,7.85,0.00,-5.82,4.72,0.00,1.0000,24.00,5.54,0.83,5.49
289589,0.19,2337,0.00,0.00,33.33,0.00,34,1,0,1,13,7.39,0.00,-5.80,4.76,0.00,1.0000,24.00,5.40,0.83,5.49
289749,0.20,2292,0.00,0.00,33.33,0.00,34,1,0,1,13,10.11,0.00,-5.80,4.77,0.00,1.0000,24.00,5.40,0.83,5.49
289768,0.19,2328,0.00,0.00,33.33,0.00,34,1,0,1,13,7.39,0.00,-5.80,4.81,0.00,1.0000,24.00,5.25,0.83,5.49
289922,0.19,2271,0.00,0.00,33.33,0.00,34,1,0,1,13,7.32,0.00,-5.78,4.85,0.00,1.0000,24.00,5.25,0.83,5.49
289937,0.18,2264,0.00,0.00,33.33,0.00,34,1,0,1,13,7.13,0.00,-5.78,4.87,0.00,1.0000,24.00,5.25,0.83,5.49
290104,0.19,2250,0.00,0.00,33.33,0.00,34,1,0,1,13,7.17,0.00,-5.76,4.89,0.00,1.0000,24.00,5.25,0.83,5.49
290122,0.20,2202,0.00,0.00,33.33,0.00,34,1,0,1,13,7.06,0.00,-5.78,4.94,0.00,1.0000,24.00,5.25,0.83,5.49
290292,0.20,2171,0.00,0.00,33.33,0.00,34,1,0,1,13,7.24,0.00,-5.76,4.93,0.00,1.0000,24.00,5.10,0.83,5.49
290309,0.20,2140,0.00,0.00,33.33,0.00,34,1,0,1,13,7.28,0.00,-5.72,4.93,0.00,1.0000,24.00,4.96,0.83,5.10
290467,0.20,2070,0.00,0.00,33.33,0.00,34,1,0,1,13,7.13,0.00,-5.70,5.00,0.00,1.0000,24.00,4.81,0.83,5.10
290467,0.20,2101,0.00,0.00,33.33,0.00,34,1,0,1,13,7.17,0.00,-5.72,4.99,0.00,1.0000,24.00,4.96,0.83,5.10
290590,0.20,2014,0.00,0.00,33.33,0.00,34,1,0,1,13,6.90,0.00,-5.69,5.07,0.00,1.0000,24.00,4.81,0.83,5.10
290715,0.21,1970,0.00,0.00,33.33,0.00,34,1,0,1,13,6.90,0.00,-5.69,5.08,0.00,1.0000,24.00,4.67,0.83,5.10
290877,0.21,1929,0.00,0.00,33.33,0.00,34,1,0,1,13,6.57,0.00,-5.65,5.02,0.00,1.0000,24.00,4.52,0.83,5.10
290901,0.20,1909,0.00,0.00,33.33,0.00,34,1,0,1,13,6.64,0.00,-5.67,5.01,0.00,1.0000,24.00,4.52,0.83,4.71
291078,0.21,1854,0.00,0.00,33.33,0.00,34,1,0,1,13,6.27,0.00,-5.70,4.96,0.00,1.0000,24.00,4.52,0.83,4.71
291139,0.21,1808,0.00,0.00,33.33,0.00,34,1,0,1,13,6.45,0.00,-5.74,4.92,0.00,1.0000,24.00,4.38,0.83,4.71
291263,0.21,1753,0.00,0.00,33.33,0.00,34,1,0,1,13,6.14,0.00,-5.80,4.88,0.00,1.0000,23.50,4.23,0.83,4.31
291293,0.21,1710,0.00,0.00,33.33,0.00,34,1,0,1,13,6.01,0.00,-5.84,4.84,0.00,1.0000,22.00,4.09,0.83,4.31
291293,0.22,1644,0.00,0.00,33.33,0.00,34,1,0,1,13,6.11,0.00,-5.86,4.83,0.00,1.0000,21.00,4.09,0.83,4.31
291472,0.22,1424,0.00,0.00,33.33,0.00,34,1,0,1,13,5.72,0.00,-5.96,4.92,0.00,1.0000,18.50,3.65,0.83,3.92
291472,0.22,1558,0.00,0.00,33.33,0.00,34,1,0,1,13,5.98,0.00,-5.92,4.81,0.00,1.0000,19.50,3.94,0.83,4.31
291667,0.24,1318,0.00,0.00,33.33,0.00,34,1,0,1,13,5.36,0.00,-5.88,5.17,0.00,1.0000,17.50,3.36,0.83,3.53
291780,0.24,1204,0.00,0.00,33.33,0.00,36,1,0,1,13,5.21,0.00,-5.74,5.21,0.00,1.0000,17.00,3.36,0.83,3.53
291887,0.25,1122,0.00,0.00,33.33,0.00,36,1,0,1,13,4.92,0.00,-5.55,5.26,0.00,1.0000,17.00,3.36,0.83,3.53
291922,0.27,1013,0.00,0.00,33.33,0.00,36,1,0,1,13,4.83,0.00,-5.41,5.45,0.00,1.0000,17.00,3.36,0.83,3.53
292098,0.29,908,0.00,0.00,33.33,1.81,36,1,0,1,13,4.92,0.00,-5.28,5.49,0.00,1.0000,17.00,3.36,0.83,3.53
292113,0.35,834,0.00,0.00,33.33,1.77,36,1,0,1,13,4.77,0.00,-4.97,5.49,0.00,1.0000,17.00,3.36,0.83,3.53
292123,0.31,942,0.00,0.00,33.33,1.93,36,1,0,1,13,4.66,0.00,-4.80,5.17,0.00,1.0000,17.00,3.51,0.77,3.53
292312,0.30,994,0.00,0.00,33.33,2.04,36,1,0,1,13,4.77,0.00,-4.72,4.91,0.00,1.0000,17.00,3.51,0.82,3.53
292347,0.27,1048,0.00,0.00,33.33,2.20,36,1,0,1,13,4.18,0.00,-4.87,4.88,0.00,1.0000,17.00,2.63,0.83,2.75
292500,0.22,1098,0.00,0.00,33.33,2.08,36,1,0,1,13,4.00,0.00,-5.10,5.37,0.00,1.0000,17.00,2.49,0.83,2.75
292500,0.22,1069,0.00,0.00,33.33,2.06,36,1,0,1,13,3.92,0.00,-5.05,5.27,0.00,1.0000,17.00,2.49,0.92,2.75
292689,0.21,1099,0.00,0.00,33.33,1.86,36,1,0,1,13,3.92,0.00,-5.18,5.48,0.00,1.0000,17.00,2.49,0.83,2.75
292813,0.21,1082,0.00,0.00,33.33,1.86,36,1,0,1,13,3.87,0.00,-5.20,5.72,0.00,1.0000,17.00,2.49,0.83,2.75
292933,0.21,1077,0.00,0.00,33.33,1.84,36,1,0,1,13,3.89,0.00,-5.22,5.78,0.00,1.0000,17.00,2.49,0.83,2.75
292933,0.21,1050,0.00,0.00,33.33,1.82,36,1,0,1,13,3.79,0.00,-5.18,5.95,0.00,1.0000,17.00,2.49,0.83,2.75
292968,0.22,1020,0.00,0.00,33.33,1.55,36,1,0,1,13,3.79,0.00,-5.14,5.99,0.00,1.0000,17.00,2.49,1.00,2.75
293042,0.22,998,0.00,0.00,33.33,1.50,36,1,0,1,13,3.69,0.00,-5.07,6.02,0.00,1.0000,17.00,2.63,0.96,2.75
293167,0.23,959,0.00,0.00,33.33,1.46,36,1,0,1,13,3.92,0.00,-5.05,6.07,0.00,1.0000,17.00,2.63,0.96,2.75
293309,0.25,942,0.00,0.00,33.33,1.41,36,1,0,1,13,3.94,0.00,-4.95,6.05,0.00,1.0000,17.00,2.63,0.96,2.75
293344,0.25,902,0.00,0.00,33.33,1.57,36,1,0,1,13,3.77,0.00,-4.89,6.08,0.00,1.0000,17.00,2.63,0.96,2.75
293517,0.26,888,0.00,0.00,33.33,1.54,36,1,0,1,13,3.79,0.00,-4.85,6.07,0.00,1.0000,17.00,2.63,0.96,2.75
293542,0.26,870,0.00,0.00,33.33,1.49,36,1,0,1,13,3.82,0.00,-4.76,6.02,0.00,1.0000,17.00,2.63,0.95,2.75
293715,0.26,852,0.00,0.00,33.33,1.47,36,1,0,1,13,3.72,0.00,-4.74,5.99,0.00,1.0000,17.00,2.63,0.95,2.75
293731,0.27,846,0.00,0.00,33.33,1.46,36,1,0,1,13,3.84,0.00,-4.66,5.92,0.00,1.0000,17.00,2.63,0.95,2.75
293905,0.27,844,0.00,0.00,33.33,1.43,36,1,0,1,13,3.89,0.00,-4.64,5.87,0.00,1.0000,17.00,2.63,0.95,2.75
293918,0.27,848,0.00,0.00,33.33,1.43,36,1,0,1,13,3.79,0.00,-4.64,5.79,0.00,1.0000,20.50,2.63,0.95,2.75
294089,0.27,852,0.00,0.00,33.33,1.46,36,1,0,1,13,3.72,0.00,-4.64,5.75,0.00,1.0000,20.00,2.63,0.95,2.75
294089,0.26,868,0.00,0.00,33.33,1.47,36,1,0,1,13,3.82,0.00,-4.64,5.71,0.00,1.0000,18.50,2.63,0.95,2.75
294247,0.26,870,0.00,0.00,33.33,1.47,36,1,0,1,13,3.82,0.00,-4.68,5.72,0.00,1.0000,17.00,2.63,0.95,2.75
294308,0.26,871,0.00,0.00,33.33,1.49,36,1,0,1,13,3.69,0.00,-4.68,5.72,0.00,1.0000,17.00,2.63,0.95,2.75
294418,0.25,881,0.00,0.00,33.33,1.50,36,1,0,1,13,3.74,0.00,-4.66,5.69,0.00,1.0000,16.50,2.63,0.95,2.75
294453,0.25,889,0.00,0.00,33.33,1.50,36,1,0,1,13,3.61,0.00,-4.68,5.69,0.00,1.0000,16.00,2.63,0.95,2.75
294610,0.25,880,0.00,0.00,33.33,1.51,36,1,0,1,13,3.64,0.00,-4.70,5.73,0.00,1.0000,16.50,2.63,0.95,2.75
294652,0.25,886,0.00,0.00,33.33,1.51,36,1,0,1,13,3.64,0.00,-4.70,5.71,0.00,1.0000,16.50,2.63,0.95,2.75
294794,0.25,892,0.00,0.00,33.33,1.50,36,1,0,1,13,3.64,0.00,-4.72,5.72,0.00,1.0000,16.00,2.63,0.95,2.75
294808,0.25,884,0.00,0.00,33.33,1.52,36,1,0,1,13,3.61,0.00,-4.72,5.76,0.00,1.0000,16.50,2.63,0.95,2.75
294942,0.25,887,0.00,0.00,33.33,1.50,36,1,0,1,13,3.74,0.00,-4.74,5.75,0.00,1.0000,17.00,2.63,0.95,2.75
295000,0.26,877,0.00,0.00,33.33,1.51,36,1,0,1,13,3.82,0.00,-4.74,5.76,0.00,1.0000,16.50,2.63,0.95,2.75
295184,0.25,869,0.00,0.00,33.33,1.50,36,1,0,1,13,3.69,0.00,-4.72,5.78,0.00,1.0000,18.00,2.63,0.95,2.75
295219,0.26,884,0.00,0.00,33.33,1.49,36,1,0,1,13,3.79,0.00,-4.70,5.79,0.00,1.0000,17.50,2.63,0.95,2.75
